,text,username,emoji,t_luggages,t_flight_delays,t_flight_bookings,t_club,t_customer_service,t_in-flight,t_seatings,f_enquiry,f_compliment,f_complaint,f_info,s_positive,s_negative,s_neutral
152,Uncaught TypeError: Cannot read property 'lowFareCalendarDays' of undefined at Object.parseDataFromResponse (app.js:5) at Object.getMonthLowestFare (app.js:5) at Object.getLowestFareDataForAnalytics (app.js:5) at t.saveSearchResults (app.js:4),MattHorton1966,,,,,,,,,,,,,,,
153,@AmericanAir Tried flying earlier on flight that had room. No status. Wouldn’t let me change. Now stuck at DCA waiting for ALB. A big f you to another passenger. Am I the millionth this month? Do I win anything?,TwBruc,,,,1,,,,,,,1,,,1,
154,The air travel industry accounts for 2% of carbon emissions from all human activities. @Delta is working to cut that impact in half by 2050! We are proud to work with them on tackling their impacts. https://bit.ly/2UCZXLb pic.twitter.com/QBWt43YMoO,ecosphereplus,✈️ 👏,,,,,,,,,1,,,1,,
155,"Much sadness. :( I appreciate everything Herb has stood for, and how he's impacted me directly and indirectly. All of you at @SouthwestAir have given the world so much. RIP † https://twitter.com/SouthwestAir/status/1080960248117149698 …",dharder,,,,,,,,,,1,,,1,,
156,"Good work, Dave",alexcruzmaybe,,,,,,,,,,1,,,1,,
157,"This doesn’t answer the question though Oliver, because seat allocation aside, it won’t let me check in at all?",rachelstweeted,,,,1,,,,,,,1,,,1,
158,"Well they weren’t able to help, but they were really nice :). When I get to Houston I’ll try again to see if someone can get m home before tomorrow!",ShawndaWestly,,,,,,1,,,,1,,,1,,
159,We would also recommend that you contact Sky Harbor Lost and Found at 602-273-3333 or e-mail us at: lostandfound@phoenix.gov Hope you find it!,PHXSkyHarbor,,,,,,,,,,,,1,,,1
160,"Did you fly in with @British_Airways and divert....”Caution, Wind-shear”",Greendckops,,,,,,,,,,,,,,,
161,I appreciate that. (I also have no idea why it took my response over 3 hours to post!),MickeyBoggs,,,,,,1,,,,,1,,,1,
162,Any ETA on phone support? It's not telling me where I am in the queue at all. I am at 1 hour 30 minutes now.,DrBallsToTheWal,,,,,,1,,,,,1,,,1,
163,@AmericanAir I am talking about PHal gate B9,wheresthelounge,,,,,,,,,,,,1,,,1
164,"@AirAsiaSupport 09620471 Still haven't received my refund air Asia....issued 8 weeks ago.... or the receipt authorisation code you promised to send. And YES before you advise, I've checked my statements...I check them everyday.",AndieMudge,,,,,,1,,,,,1,,,1,
165,Thanks! I will be waiting !!,jesslevins,,,,,,,,,,,,1,1,,
166,Thanks again! Have a good day.,nacreousnereid,,,,,,,,,,,,1,1,,
167,Im extremely disappointed with @SouthwestAir right now. I fly southwest exclusively and expected my situation to be handled different.,crucifiedkp,,,,,,1,,,,,1,,,1,
168,"Hey @SouthwestAir thanks for damaging my $3000 race bike that was inside a padded travel bag after you forced me to pay $150 to check it, then denying all liability. Y’all are awesome",snafu_music,👍,1,,,,,,,,,1,,,1,
169,Well played!,ValChi,🙌🏻,,,,,,,,,,,,,,
170,#SQChat - We loved seeing you at C2C last year. Can we expect to see you back in the UK in 2019?,BellesandGals,,,,,,,,,,,,,,,
171,"@SouthwestAir Question about the RR credit card. It says I would have to spend $4,000 in the first three months to earn the bonus points and the companion pass. Can I pay my bills with the card and would that count towards the $4,000 or does it strictly have to be purchases?",Elyse628,,,,,1,,,,1,,,,,,1
172,Day 163 of Protest: @Wikipedia please reply to Lama Ji.,IngloriousSadhu,🛍,,,,,,,,,,,,,,
173,"LIR is insanely expensive from wherever you look. Once in a while you’ll see some sub $300 fares. With a companion pass, I suppose a few stops and both parents having it will make it reasonable but not a steal. I use Avios from MIA for 60k RT 4 of us. Getting 3-5CPM everytime.",doubledutydaddy,,,,,,,,,,,,1,,1,
174,@AmericanAir You forced me to check my carryon even though there is plenty of room on my flight. Every time I fly you there is a problem. I am done with your airline. Canceling my credit card and encouraging others to do the same.,DTCallahan77,,1,,,,,,,,,1,,,1,
175,Noted @Delta. In case anyone was curious about customer service.... pic.twitter.com/n9kNrCgIYj,Chris_d_Cameron,,,,,,1,,,,,1,,,1,
176,They write this as if they gave the union any choice.,WrenisPinkl,,,,,,1,,,,,1,,,1,
177,it is alka seltzer time for sure..,bigasatree,,,,,,,,,,,,,,,
178,@SouthwestAir please ground the planes!,sbnanci,,,,,,,,,,,1,,,1,
179,End of April!,BobJohnson1933,,,,,,,,,,,,,,,
180,"Since I took the Amazon app off my phone, travel has become my new online pretend shopping. @SouthwestAir $62 each way to go to Providence RI. Is there a reason to go to PVD? I haven't been since Buddy Cianci was on trial. pic.twitter.com/caVVDhuxFC",PGunigantiAT,,,,1,,,,,,,,1,,,1
181,@AmericanAir This is totally unacceptable. And this is after the even WORSE episode that happened on her way there!!! https://twitter.com/barker_ariella/status/1100173560616796161 …,sweepybuns,😠 😠 😠,,,,,,,,,,1,,,1,
182,Amen! It just seems people abuse social media to complain. It’s harmless,4ozfan72,,,,,,,,,,,,,,,
183,"Perks of working for the man? @delta business class on the day after the Super Bowl (@John F. Kennedy International Airport - @jfkairport in Queens, NY)https://www.swarmapp.com/c/gmLWUSNbjuG",hannah_gowans,,,,,,,1,,,,,1,1,,
184,"Except for those with Gogo. Ever since the change to Viasat, the streaming entertainment doesn’t work.pic.twitter.com/THdiQoyL7D",marcusbryan,,,,,,,1,,,,1,,,1,
185,"Don't fly @AmericanAir we couldn't get off the plane finally climbed down steep stairs with my bad back, across the tarmac to #BNA #Sad",lovemycisco,,,,,,,1,,,,1,,,1,
186,"@AirAsia_IN @AirAsiaSupport hi, I am traveling from BLR to goi tomorrow. I have 1 infant with me. I plan to take pram with us. Is the pram counted in adult baggage allowance or additional for infant?",yaleen_1986,,1,,,,,,,1,,,,,,1
187,Was with @delta for 30 yrs. Pay on most carriers but Southwest is “block-out to block-in”. Makes it seem like more/hr when actual hrs are much more. So $60/hr is an avg 12-14 hr day but only 6-7 hrs flt pay. About half.,JaneHamby,🤨,,,,,,,,,,1,,,1,
188,"From the multitude of complaints against @Teleflora , it almost seems like enough critical mass for a #ClassActionLawsuit for their #fraud and #deceptivebusinesspractices @TelefloraFails And @AmericanAir gets a black eye for cramming ads for them",randyHOD,,,,,,,,,,,1,,,1,
189,Hey @Delta or @TSA you removed and lost the handle to my brand new ski bag on either #2962 or #928 today. It was securely attached and removing it wasn't necessary to inspect the bag. What gives?,phsteeve,,1,,,,,,,,,1,,,1,
190,"#ThankGoodness! Our pilots in ARE The industry's best, and, I, for one, am #Grateful",PierreToTheAir,👏 🤙 💯 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸,,,,,1,,,,1,,,1,,
191,We had to go get them ourselves from the airport and we tried calling severally to confirm if they had arrived before making the drive and it kept going to voicemail. But yeah we have our bags now,DinnehUdeh,,1,,,,,,,,,1,,,1,
192,"Seems like negotiations usually have 2 sides. Maybe you're playing yourself, @SouthwestAir",wcvworg,,,,,,1,,,,,1,,,1,
193,Customer service via phone was also not helpful. We typically always fly Southwest Airlines and it has been our first choice for years. After this experience Megan Johnson and I are beyond frustrated and rethinking our favorite airline @SouthwestAir,ryanjohnson3,,,,,,1,,,,,1,,,1,
194,@AmericanAir @united @SouthwestAir @FAA The whole world has grounded Boeing 737 Max planes. Did you really want to be the last ones? Your customers are watching.,beccahensley,,,,,,1,,,,,1,,,1,
195,@British_Airways I would like to book a multi-city trip but I get an error when selecting the cities. It is possible to fly this route since it is offered if I book Stockholm > Taipei directly. Could you assist me? pic.twitter.com/5sgckQzOwd,koenwijbrands,,,,1,,,,,1,,,,,,1
196,blessing to us! God bless you and yours!,joyfuljewelry,,,,,,,,,,,,,,,
197,"@British_Airways hi, can you please explain to me how you justify cancelling someone’s return flight with no refund just because they can’t make the outbound flight due to illness.",Littlemissbeat,,,1,,,,,,,,1,,,1,
198,should fly @aeroflot like @jacobwohl told us too,mattjpfmcdonald,,,,,,,,,,,,,,,
199,Flying home for a mates wedding #expatlife,michael_swanld,,,,,,,,,,,,1,,,1
200,". @AmericanAir I was supposed to fly out of Boston for work yesterday morning, 3 flights got cancelled and I got a refund and got out of Boston on @Delta - on the first try. That’s reliable. Let’s get that status match complete and so I can be done with AA!",JaimeTPA,,,1,,,,,,,,1,,,1,
201,On board and this birds gonna fly!,MojoFootball972,,,,,,,,,,,,1,,,1
202,@British_Airways hi team. I’m wondering how I go about putting my Malaysia Airlines flight to Australia into my avois points with you. Can give you membership number / flight details?,scottjok,,,,,1,,,,1,,,,,,1
203,Karen was great helping us with August reservations!,wolfkww,,,,,,1,,,,1,,,1,,
204,Nope. Not buying that. It would take. Few minutes to go round a throw a bit of grit on all the steps you know will be used (because you know what flights are arriving when). Do better.,Fire4E,,,,,,1,,,,,1,,,1,
205,"Disgusting, you’d think large brands would be savvy with allergies. I was told on @British_Airways flight to bring my own food in future even though it was on my booking",melaniemmm,,,,,,,1,,,,,,,1,
206,@SouthwestAir - looking forward to our flight in September for our honeymoon to the Big Island @kpuhger ! Thank you for making this affordable for us!,MMC1017,🌺,,,1,,,,,,1,,,1,,
207,Not save it for another flight because my next flight is to a country southwest does not fly to,kelskorup,,,,,,,,,,,,1,,,1
208,"heathrow_airport I am promoting BUSINESS CLASS @british_airways @Krian, Jawa Timur, Indonesia https://www. instagram.com/p/BsayQRqgtkbm nPu3g2E5TMM0TgGCJo2FRlxggA0/?utm_source=ig_twitter_share&igshid=l4hkak7l9tp4 …",THEavindIV,,,,,,,1,,,1,,,1,,
209,@AmericanAir aa9240 delayed today even thought its sitting at the gate fully staffed? I lost a day yesterday and now I am being delayed again? Completely unacceptable. It's clear that your company is not valuing customers.,Scott_Doogie,,,1,,,,,,,,1,,,1,
210,"Next time, just call me poor @AmericanAir “you’ll board in the last group” pic.twitter.com/O9go2r90V9",lookforlawrence,😭 😭,,,,,1,,,,,1,,,1,
211,Over and hour late leaving on my @AmericanAir flight ... just sitting in the plane at the gate,nst114,,,1,,,,,,,,1,,,1,
212,5:00 am flight out of PHL. How early should I get there? How early can I get there?,PhillyJake,,,,,,,,,,,,1,,,1
213,Pls do! Thank you Nicole!,drummertpf,,,,,,,,,,,,,,,
214,"@British_Airways 6 of us were due to fly to Barcelona in May but, due to illness, one of our party will not be able to go. We have 3 people on that booking all with a luggage allowance. How do we cancel the ticket but transfer the luggage allowance to a different booking?",pastyman72,,,,1,,,,,1,,,,,,1
215,"Thanks! It was a nice, smooth flight!",Fox35Amy,,,,,,,1,,,1,,,1,,
216,"Paging @BarstoolBigCat : flight from Panama City Beach to Nashville got delayed an hour and a half, & I’m going to miss my connecting flight home to PHL. @SouthwestAir is saying they won’t put me up for the night so I can stay here and catch the first flight tomorrow morning",Mister_D7,,,1,,,,,,,,,1,,,1
217,Thanks for the reply. Another flight from Indianapolis has boarded from here to mCO.,KristiGatewood,,,,,,,,,,,,1,1,,
218,"Thanks @SouthwestAir for changing my flight. I’m not about to fly on those 737-MAX 8 planes when everyone BUT the US, has them grounded. I’ll be flying feeling a little better now. #groundboeing737max8 #oursaftycomesfirst #737MAX8",Diorable86_LA,❤️,,,,,,,,,1,,,1,,
219,"@yumbrands @PapaJohns @humana @kindredhealth @texasroadhouse @BankofAmerica @WellsFargo @QuickenLoans @Delta @AmericanAir @SouthwestAir #Kentucky @senatemajldr Trump, Mitch & Paul Ryan lied? BIGLY!https://twitter.com/nbcnews/status/1090026875097939968?s=21 …",Kakistocracy15,,,,,,,,,,,,,,,
220,"Credit where credit is due... @SouthwestAir did a phenomenal job yesterday getting us out of Orlando and home. Tempers were high & confusion rampant but they combined flights to get everyone moving again. Even our luggage came with us, which frankly surprised many of us. Thank you pic.twitter.com/msmA1ijiY3",daisyroisin,,,,,,,,,,1,,,1,,
221,"Sure. There is a gate agent in DSM, her name is Romey, who is fantastic. Calls me by name, remembers my flight history, very friendly and helpful. Thank you",r05turner,,,,,,1,,,,1,,,1,,
222,You cannot imagine how much I learned about aviation by following you and other pilots. Thanks for that.,athletespw,,,,,,,,,,1,,,1,,
223,Nothing like being able to fly with family! What up @SouthwestAir ! pic.twitter.com/qshJMtbY8h,djsuave1963,,,,,,,,,,,,1,1,,
224,Amazing! Could we pinch your photo with a credit to @Agent_K1 please?,iwightradio,,,,,,,,,,1,,,1,,
225,It’s terrible! And they’re not responding to tweets,DMcCSE17,,,,,,1,,,,,1,,,1,
226,"Omg. Just realized that while this is a very short cross country business trip, I fly home on March 2nd so NEW MOVIE TIME. @AmericanAir what are we taking away in February so I can plot out the next few hours of my time in the sky?",ArielSam924,,,,,,,1,,1,,,,1,,
227,"@SouthwestAir I sure hope you are offering, at the minimum, drink vouchers to all of your passengers from flight #19.",cabby3939,,,,,,,1,,,,1,,,1,
228,Say hi to #London for me John! Go have way too much fun!,Emelie_Hryhoruk,🌟 🌟 🙏🏼,,,,,,,,,,,,,,
229,"Oh no, glad you’re safe though!!",CourseCharted,,,,,,,,,,,,,,,
230,Where are they off to ? If it's long haul shouldn't you have used online check in like the rest of us. Or pre booked seats ..,DaddyDurks,,,,1,,,,,,,1,,,1,
231,@Delta flight DL3747 sitting on the ground waiting for a gate at ORD FIGURE IT OUT...and get us a new gate. Worlds largest airport...5 terminals. Let’s go!,coop29,,,1,,,,,,,,1,,,1,
232,Just saw a @British_Airways ad in the cinema. Total pro brexit gammon fest. I wanted to throw things at the screen. Won't be using BA for a while,floyduk,,,,,,,,,,,1,,,1,
233,Fly delta if you get the chance.. flown with them multiple times and it's always very easy,lucas_andrew88,,,,1,,,,,,1,,,1,,
234,Why are you guys still flying with aa? Worst airline ever,everyonelies2,,,,,,,,,,,,1,,1,
235,#NoseDownBoeing How many deaths is enough?,dog_pdx,,,,,,,,,,,1,,,1,
236,Looks like most of the bad weather in KC will be overnight tonight? Looks just cold and windy tomorrow AM?,heidiblobaum,,,,,,,,,,,,1,,1,
237,These rankings confirm my own experience and my pivot from @AmericanAir to @united and @SouthwestAirhttps://twitter.com/WSJ/status/1085560178324451334 …,mpeacock,,,,,,,,,,,,1,,,1
238,"Sent. Hope you can help, Helen!",CNeillAtDell,,,,,,,,,,,,,,,
239,Just back from @RicketyBWinery If you find yourself in Cape Town make the trip to Franschhoek and try their wines. The Chardonnay is the best! We were lucky enough to stay at the Manor House too and try the food at Paulina’s. @British_Airways @TripAdvisorUK,dezzerc1,,,,,,,,,,,,1,1,,
240,@AmericanAir I had requested a mileage upgrade for my flight today and I am not on the upgrade list. Can you add me now?,kkharrigan,,,,,1,,,,1,,,,,,1
241,Way to many grounded planes today @AmericanAir it made my day mostly miserable with no options and no work for over 5 hours of not getting paid!!!,CrystalZelaya1,,,,,,,,,,,1,,,1,
242,@AmericanAir It took me over two hours to book a flight online tonight because your website kept deleting all the input information and making me restart. I am quite frustrated.,meagantowle73,,,,1,,,,,,,1,,,1,
243,The most popular in-flight music on @British_Airways in 2018: Beethoven's Symphonies 1-9. https:// twitter.com/inflightmag/st atus/1082203190345506817 …,briancwise,,,,,,,1,,,,,1,,,1
244,@AmericanAir Steven the bartender at the LAX Admirals lounge in Terminal is MAGICAL!!! Can y’all send him some magical sparkly bar tools?!,ksgirlblog,😍,,,,,,,,,1,,,1,,
245,"@British_Airways @BritishAirNews Looks like my bag travelled to Hannover, Germany and I recevied someone else's bag...and not sure when I will receive my baggage. Hopefully not when I am departing from SFO. Your customer service is horrible and NEVER flying BA again.",Esther45989384,,1,,,,1,,,,,1,,,1,
246,"Never fear! I left mine on MSP-->JFK. 4 hour layover before discovering iPad mini was gone! realizing this as I boarded overnight, overseas flight! Landed. Checked into hotel. Filled out form on Delta website (on my husband's laptop, of course!) and a month later...pic.twitter.com/pTQIELFQ8y",wkhabie,,,,,,1,,,,1,,,1,,
247,I just had the best experience talking to Ms. Debbie in Dallas at @AmericanAir to book my flight to Africa! The kindest person and I wish she was closer so I could meet her :) Give her a bonus for me!,mykolyric,🤪,,,,,1,,,,1,,,1,,
248,Heading to the Southwest Pool & Spa show in San Antonio. @SouthwestAir Darryl here at the gate is a great representative. What a great attitude and happy as can be. pic.twitter.com/L3gs8v0CsL,orendatech,,,,,,1,,,,1,,,1,,
249,Wish @SouthwestAir would update the status of this flight. Originally 6:40 delayed to 6:50 but boarding hasn’t even started yet and no explanation...,MSUWineGuy42,,,1,,,,,,,,1,,,1,
250,It’s kind of ridiculous that active military members cannot board w/ the military group unless we’re in FULL uniform even with a valid military ID @SouthwestAir,KlemaRylee,,,,,1,,,,,,1,,,1,
251,@SouthwestAir is booking through Nov 1 going to open today? I’ve been refreshing all morning.,rhaines725,,,,1,,,,,1,,,,,,1
252,Today is not starting out well. Someone must have hacked my @Delta account because all of my Skymiles are gone.,Admiral_Rex,,,,,1,,,,,,,1,,1,
253,"I remember why I say I will never fly @AmericanAir I purchased a ticket on a more expensive flight, they just canceled that flight, moved me to the cheaper one 4 hours earlier that I did kor want and won't reimburse the difference. That is stealing.",Range_F_15,,,1,,,,,,,,1,,,1,
254,Well @AmericanAir it's been a solid run with ya'll but now that I've been bumped back down to peasant class for the new year Idk if spending 15 grand to get back to exec platinum is worth it. @Delta you're up to bat what can you offer me,Dubloadz,🤣,,,,1,,,,,,1,,,1,
255,@Amtrak how can it be this hot on a train. No one should ride amtrak. Fly instead. Right @AmericanAir ?,thatcherjenkins,,,,,,,,,,,1,,,1,
256,Staff ordered in. I asked if they could order from the kosher place here - but they only wanted to order from one place,Mottel,,,,,,,,,,,1,,,1,
257,"On top of missing my flight because @AmericanAir couldn’t just use a different plane and waited to repair a busted one, waiting for them to DEFUEL(yes 30 min so they could take fuel out), gate agent taking her time and the crew not being ready. Now the voucher can’t cover a meal.",RockyYank23,,,1,,,,,,,,1,,,1,
258,"@delta The FlyDelta app is acting up. I'm flying today. App showed my boarding pass 30 mins ago. Get to security, open app, boarding pass is gone. Had to fish out my record locator and start over. Happened again just before boarding. What gives?",eriklovestech,,,,1,,,,,,,1,,,1,
259,Aren't you lovely,wellshowmethen,,,,,,,,,,,,,,,
260,Thank you @SouthwestAir for getting me home safely and early last night. Just wish people would be patient getting off the plane.,Lilismileygirl,,,,,,,,,,1,,,1,,
261,"Hey, Print some of those off for everyone. If it wouldn't be too much trouble that is lol.",JimmysBrother,,,,,,,,,,,,,,,
262,"Hey @British_Airways - I wrote to you in November around your data breaches asking questions about my data. You sent a meaningless reply in January, which was responded to same week. It's March on Friday. Any danger of a response?",yamesh,,,,,,1,,,,,1,,,1,
263,@AmericanAir please provide me with an email I can send these photos to directly and a phone number with someone I can speak with regarding this experience,skelmoss5,,,,,,,,,1,,,,,1,
264,@Delta hey! I left my purse on a flight just now that got into Newark. How do I recover it?,CBM,,1,,,,,,,1,,,,,,1
265,@SouthwestAir Patrick on flight 3970 (BWI to MCO) deserves some kind of award for the work he does. Just saying.,IriskaPlays,,,,,,1,,,,1,,,1,,
266,@Delta i need some help with my flights i booked,jeremy_young00,,,,1,,,,,1,,,,,,1
267,"Well, @AmericanAir, honestly I would have preferred the boring old service that I paid for, putting my bag on the plane that I was traveling on, to the excitement of the magic trick that I ended up with... Making a bag disappear doesn’t really help anyone...",mhallett2320,,1,,,,,,,,,1,,,1,
268,"Dear Sir @AirAsiaSupport @AirAsia, I am so disappointed with your response with my case 08194883. I have reply your email on 31.12.2018 but today I received your email said I have no reply and my case closed?!! Find here my attachmentpic.twitter.com/0z3CPBSlj9",AsieyaRosli,,,,,,1,,,,,1,,,1,
269,I pay 80 so that’s a lie.,bigsmittys,,,,,,,,,,,1,,,1,
270,@Arthurvw1986 Wild today Arthur !,Tornado_60163,,,,,,,,,,,,,,,
271,"It's so easy to dismiss people with disabilities. I have long been against government programs that merely provide handouts, because they rob people of their dignity and a sense of self worth. We need more companies willing to stand up like @AmericanAir who see value in people! https://twitter.com/LilaGraceRose/status/1087743960502611969 …",DanJSiegel,,,,,,,,,,1,,,1,,
272,"@Delta iffff I want to bring wine from D.C. to Costa Rica, should I pack it in a box and check it?",senatorshoshana,,,,,,,,,1,,,,,,1
273,Why isn’t Americans Airlines grounding their fleet of 737 Max 8???????,Tom201717,,,,,,,,,,,1,,,1,
274,@AmericanAir hey guys traveling again really soon. Quick question. Can I use a prepaid visa card to buy the flight ticket online? I’m curious thank you,Crystalball1976,😃 😃 😃,,,1,,,,,1,,,,,,1
275,"That is a union negotiated agreement, too. That's horrible. If you are at work and performing your duties, you should be getting paid. Period.",jukeboxhero_,,,,,,,,,,,1,,,1,
276,Won’t hold my breath,KoganVeronica,,,,,,,,,,,,,,,
277,Hey @Delta if I wanted to line up like I’m on a @SouthwestAir flight...I would buy a Southwest ticket. Are you telling me to fly Southwest?pic.twitter.com/JWL47v01Z8,Dave_Maynor,,,,,,,,,,,1,,,1,
278,BEST IN-FLIGHT ENTERTAINMENT EVER THANK YOU @Delta pic.twitter.com/iCwiyOo9e4,btdubsss,,,,,,,1,,,1,,,1,,
279,We so want to go to the Bonita Springs show. We went to the show before the last cruise. It’s a cool venue/dinner theater. But someone will be on a cruise the week before the ME Cruise. Damn we are missing so much precruise events.,DanBain5,🤷‍♂️,,,,,,,,,,,,,,
